direction,seed,split_seed,device_id,label,file_path,window_index,sample_offset,block,role,shot_k
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,157,12308643,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,158,12387042,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,159,12465441,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,160,12543840,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,161,12622239,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,162,12700638,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,163,12779037,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,164,12857436,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,165,12935835,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,166,13014234,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,167,13092633,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,168,13171032,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,169,13249431,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,170,13327830,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,171,13406229,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,172,13484628,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,173,13563027,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,174,13641426,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,175,13719825,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,176,13798224,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,177,13876623,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,178,13955022,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,179,14033421,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,180,14111820,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,181,14190219,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,182,14268618,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,183,14347017,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,184,14425416,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,185,14503815,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,186,14582214,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,187,14660613,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,188,14739012,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,189,14817411,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,190,14895810,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,191,14974209,C,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,192,15052608,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,193,15131007,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,194,15209406,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,195,15287805,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,196,15366204,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,197,15444603,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,198,15523002,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,199,15601401,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,200,15679800,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,201,15758199,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,202,15836598,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,203,15914997,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,204,15993396,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,205,16071795,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,206,16150194,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,207,16228593,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,208,16306992,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,209,16385391,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,210,16463790,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,211,16542189,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,212,16620588,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,213,16698987,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,214,16777386,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,215,16855785,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,216,16934184,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,217,17012583,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,218,17090982,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,219,17169381,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,220,17247780,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,221,17326179,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,222,17404578,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,223,17482977,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,224,17561376,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,225,17639775,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,226,17718174,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,227,17796573,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,228,17874972,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,229,17953371,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,230,18031770,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,231,18110169,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,232,18188568,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,233,18266967,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,234,18345366,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,235,18423765,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,236,18502164,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,237,18580563,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,238,18658962,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,239,18737361,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,240,18815760,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,241,18894159,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,242,18972558,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,243,19050957,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,244,19129356,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,245,19207755,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,246,19286154,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,247,19364553,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,248,19442952,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,249,19521351,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,250,19599750,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,251,19678149,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,252,19756548,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,253,19834947,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,254,19913346,D,source_train,
rx1_to_rx2,0,0,18,17,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device19_IQ.dat,255,19991745,D,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,0,0,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,1,78399,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,2,156798,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,3,235197,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,4,313596,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,5,391995,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,6,470394,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,7,548793,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,8,627192,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,9,705591,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,10,783990,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,11,862389,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,12,940788,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,13,1019187,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,14,1097586,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,15,1175985,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,16,1254384,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,17,1332783,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,18,1411182,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,19,1489581,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,20,1567980,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,21,1646379,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,22,1724778,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,23,1803177,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,24,1881576,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,25,1959975,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,26,2038374,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,27,2116773,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,28,2195172,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,29,2273571,A,source_train,
rx1_to_rx2,0,0,19,18,/data1/hcc/llm4RF/data/raw/osu_lora/Diff_Receivers_Setup/Diff_Receivers_Setup_Indoor_SameTx/RX1/Device20_IQ.dat,30,2351970,A,source_train,
